year,statefip,met2013,perwt,sex,age,race,hispan,bpl,educd,empstat,uhrswork,inctot,incwage
"2019","Mississippi","Memphis, TN-MS-AR",281.00,"Male","53","Black/African American/Negro","Not Hispanic","Arkansas","Regular high school diploma","Employed","45",33000,33000
"2019","Mississippi","Memphis, TN-MS-AR",231.00,"Male","13","Black/African American/Negro","Not Hispanic","Tennessee","Grade 7","N/A","N/A",9999999,999999
"2019","Mississippi","Memphis, TN-MS-AR",328.00,"Female","8","Black/African American/Negro","Not Hispanic","Tennessee","Grade 2","N/A","N/A",9999999,999999
"2019","Mississippi","Memphis, TN-MS-AR",44.00,"Female","85","White","Not Hispanic","Mississippi","Regular high school diploma","Not in labor force","N/A",9000,0
"2019","Mississippi","Memphis, TN-MS-AR",133.00,"Female","18","White","Not Hispanic","Tennessee","Grade 10","Not in labor force","N/A",24000,0
"2019","Mississippi","Memphis, TN-MS-AR",142.00,"Female","Less than 1 year old","White","Not Hispanic","Mississippi","N/A","N/A","N/A",9999999,999999
"2019","Mississippi","Memphis, TN-MS-AR",142.00,"Female","2","White","Not Hispanic","Mississippi","N/A","N/A","N/A",9999999,999999
"2019","Mississippi","Memphis, TN-MS-AR",27.00,"Female","67","White","Not Hispanic","Tennessee","Regular high school diploma","Not in labor force","N/A",22800,0
"2019","Mississippi","Memphis, TN-MS-AR",32.00,"Male","74","White","Not Hispanic","North Carolina","Regular high school diploma","Not in labor force","N/A",33400,0
"2019","Mississippi","Memphis, TN-MS-AR",95.00,"Female","43","White","Not Hispanic","Tennessee","Regular high school diploma","Employed","30",31300,25300
"2019","Mississippi","Memphis, TN-MS-AR",74.00,"Female","17","White","Not Hispanic","Tennessee","Grade 11","Not in labor force","N/A",0,0
"2019","Mississippi","Memphis, TN-MS-AR",55.00,"Male","80","White","Not Hispanic","Tennessee","Doctoral degree","Not in labor force","N/A",5950,0
"2019","Mississippi","Memphis, TN-MS-AR",68.00,"Female","79","White","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Not in labor force","N/A",10400,0
"2019","Mississippi","Memphis, TN-MS-AR",65.00,"Male","51","White","Not Hispanic","Alabama","Bachelor's degree","Employed","50",108000,108000
"2019","Mississippi","Memphis, TN-MS-AR",70.00,"Female","50","White","Not Hispanic","Tennessee","Bachelor's degree","Employed","40",20000,20000
"2019","Mississippi","Memphis, TN-MS-AR",66.00,"Male","22","White","Not Hispanic","Alabama","Bachelor's degree","Employed","40",5000,5000
"2019","Mississippi","Memphis, TN-MS-AR",72.00,"Female","21","White","Not Hispanic","Alabama","Bachelor's degree","Unemployed","20",5000,5000
"2019","Mississippi","Memphis, TN-MS-AR",65.00,"Female","43","White","Not Hispanic","Tennessee","Associate's degree, type not specified","Employed","38",34000,34000
"2019","Mississippi","Memphis, TN-MS-AR",56.00,"Male","13","White","Not Hispanic","Mississippi","Grade 6","N/A","N/A",9999999,999999
"2019","Mississippi","Memphis, TN-MS-AR",35.00,"Female","71","White","Not Hispanic","Louisiana","Associate's degree, type not specified","Not in labor force","15",34800,100
"2019","Mississippi","Memphis, TN-MS-AR",84.00,"Female","37","White","Not Hispanic","Tennessee","Bachelor's degree","Not in labor force","N/A",0,0
"2019","Mississippi","Memphis, TN-MS-AR",109.00,"Male","41","White","Not Hispanic","Mississippi","Bachelor's degree","Employed","40",58000,58000
"2019","Mississippi","Memphis, TN-MS-AR",84.00,"Female","8","White","Not Hispanic","Mississippi","Grade 2","N/A","N/A",9999999,999999
"2019","Mississippi","Memphis, TN-MS-AR",82.00,"Female","6","White","Not Hispanic","Mississippi","Kindergarten","N/A","N/A",9999999,999999
"2019","Mississippi","Memphis, TN-MS-AR",87.00,"Female","3","White","Not Hispanic","Mississippi","No schooling completed","N/A","N/A",9999999,999999
"2019","Mississippi","Memphis, TN-MS-AR",59.00,"Male","30","White","Not Hispanic","Mississippi","Regular high school diploma","Employed","40",41600,41600
"2019","Mississippi","Memphis, TN-MS-AR",59.00,"Female","33","White","Not Hispanic","Iowa","Associate's degree, type not specified","Employed","40",36000,36000
"2019","Mississippi","Memphis, TN-MS-AR",55.00,"Male","1","White","Not Hispanic","Mississippi","N/A","N/A","N/A",9999999,999999
"2019","Mississippi","Memphis, TN-MS-AR",59.00,"Female","11","White","Not Hispanic","Mississippi","Grade 5","N/A","N/A",9999999,999999
"2019","Mississippi","Memphis, TN-MS-AR",58.00,"Male","9","White","Not Hispanic","Mississippi","Grade 2","N/A","N/A",9999999,999999
"2019","Mississippi","Memphis, TN-MS-AR",66.00,"Male","54","White","Not Hispanic","New York","Bachelor's degree","Employed","40",39600,39600
"2019","Mississippi","Memphis, TN-MS-AR",71.00,"Female","54","White","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Employed","50",50000,50000
"2019","Mississippi","Memphis, TN-MS-AR",71.00,"Female","23","White","Not Hispanic","Tennessee","Regular high school diploma","Employed","16",5000,5000
"2019","Mississippi","Memphis, TN-MS-AR",64.00,"Male","47","Black/African American/Negro","Not Hispanic","Tennessee","Regular high school diploma","Employed","50",77000,77000
"2019","Mississippi","Memphis, TN-MS-AR",119.00,"Female","50","Black/African American/Negro","Not Hispanic","Tennessee","Associate's degree, type not specified","Employed","40",44500,44500
"2019","Mississippi","Memphis, TN-MS-AR",88.00,"Male","54","White","Not Hispanic","Arkansas","GED or alternative credential","Employed","40",45000,45000
"2019","Mississippi","Memphis, TN-MS-AR",142.00,"Female","45","Black/African American/Negro","Not Hispanic","Mississippi","Associate's degree, type not specified","Employed","40",34000,34000
"2019","Mississippi","Memphis, TN-MS-AR",121.00,"Female","26","Black/African American/Negro","Not Hispanic","Mississippi","1 or more years of college credit, no degree","Employed","25",11000,11000
"2019","Mississippi","Memphis, TN-MS-AR",168.00,"Female","16","Black/African American/Negro","Not Hispanic","Mississippi","Grade 10","Not in labor force","N/A",0,0
"2019","Mississippi","Memphis, TN-MS-AR",111.00,"Female","71","Black/African American/Negro","Not Hispanic","Mississippi","Regular high school diploma","Not in labor force","N/A",12000,0
"2019","Mississippi","Memphis, TN-MS-AR",69.00,"Female","54","White","Not Hispanic","Tennessee","Bachelor's degree","Employed","42",96000,91000
"2019","Mississippi","Memphis, TN-MS-AR",71.00,"Male","52","White","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Employed","40",16800,16800
"2019","Mississippi","Memphis, TN-MS-AR",67.00,"Male","22","White","Not Hispanic","Tennessee","GED or alternative credential","Employed","40",24600,24600
"2019","Mississippi","Memphis, TN-MS-AR",85.00,"Male","50","White","Not Hispanic","Tennessee","Bachelor's degree","Employed","55",20000,20000
"2019","Mississippi","Memphis, TN-MS-AR",70.00,"Female","32","White","Not Hispanic","Tennessee","Regular high school diploma","Employed","50",37700,37700
"2019","Mississippi","Memphis, TN-MS-AR",77.00,"Male","31","White","Not Hispanic","Tennessee","Regular high school diploma","Employed","60",100000,100000
"2019","Mississippi","Memphis, TN-MS-AR",72.00,"Male","9","White","Not Hispanic","North Carolina","Grade 4","N/A","N/A",9999999,999999
"2019","Mississippi","Memphis, TN-MS-AR",71.00,"Male","6","White","Not Hispanic","North Carolina","Kindergarten","N/A","N/A",9999999,999999
"2019","Mississippi","Memphis, TN-MS-AR",76.00,"Female","Less than 1 year old","White","Not Hispanic","North Carolina","N/A","N/A","N/A",9999999,999999
"2019","Mississippi","Memphis, TN-MS-AR",72.00,"Female","56","White","Not Hispanic","Georgia","Bachelor's degree","Employed","50",121200,121000
"2019","Mississippi","Memphis, TN-MS-AR",99.00,"Male","32","Black/African American/Negro","Not Hispanic","Mississippi","1 or more years of college credit, no degree","Employed","40",5000,5000
"2019","Mississippi","Memphis, TN-MS-AR",502.00,"Female","55","Black/African American/Negro","Not Hispanic","Mississippi","Regular high school diploma","Employed","40",23000,23000
"2019","Mississippi","Memphis, TN-MS-AR",970.00,"Male","28","Black/African American/Negro","Not Hispanic","Mississippi","Regular high school diploma","Employed","48",39200,39200
"2019","Mississippi","Memphis, TN-MS-AR",917.00,"Male","20","Black/African American/Negro","Not Hispanic","Mississippi","1 or more years of college credit, no degree","Not in labor force","20",630,630
"2019","Mississippi","Memphis, TN-MS-AR",107.00,"Female","68","Black/African American/Negro","Not Hispanic","Kentucky","Grade 11","Not in labor force","N/A",21600,0
"2019","Mississippi","Memphis, TN-MS-AR",177.00,"Female","49","Black/African American/Negro","Not Hispanic","Kentucky","Master's degree","Employed","43",45600,42000
"2019","Mississippi","Memphis, TN-MS-AR",132.00,"Female","27","Black/African American/Negro","Not Hispanic","Connecticut","Associate's degree, type not specified","Employed","40",27000,27000
"2019","Mississippi","Memphis, TN-MS-AR",124.00,"Male","7","Black/African American/Negro","Not Hispanic","Mississippi","Kindergarten","N/A","N/A",9999999,999999
"2019","Mississippi","Memphis, TN-MS-AR",56.00,"Female","61","White","Not Hispanic","Mississippi","1 or more years of college credit, no degree","Employed","40",71010,71000
"2019","Mississippi","Memphis, TN-MS-AR",64.00,"Male","64","White","Not Hispanic","Mississippi","Regular high school diploma","Not in labor force","N/A",20200,0
"2019","Mississippi","Memphis, TN-MS-AR",48.00,"Female","88","White","Not Hispanic","Mississippi","Regular high school diploma","Not in labor force","N/A",16210,0
"2019","Mississippi","Memphis, TN-MS-AR",139.00,"Female","41","White","Not Hispanic","Tennessee","GED or alternative credential","Employed","40",21000,21000
"2019","Mississippi","Memphis, TN-MS-AR",43.00,"Male","52","White","Not Hispanic","Arkansas","Some college, but less than 1 year","Employed","40",46700,46700
"2019","Mississippi","Memphis, TN-MS-AR",42.00,"Male","57","White","Not Hispanic","Arkansas","GED or alternative credential","Not in labor force","20",8500,100
"2019","Mississippi","Memphis, TN-MS-AR",402.00,"Female","59","Black/African American/Negro","Not Hispanic","Arkansas","Associate's degree, type not specified","Employed","40",40000,40000
"2019","Mississippi","Memphis, TN-MS-AR",602.00,"Female","32","Black/African American/Negro","Not Hispanic","Arkansas","1 or more years of college credit, no degree","Employed","40",43000,43000
"2019","Mississippi","Memphis, TN-MS-AR",524.00,"Male","3","Black/African American/Negro","Not Hispanic","Arkansas","No schooling completed","N/A","N/A",9999999,999999
"2019","Mississippi","Memphis, TN-MS-AR",38.00,"Male","78","White","Not Hispanic","Mississippi","Regular high school diploma","Not in labor force","N/A",18000,0
"2019","Mississippi","Memphis, TN-MS-AR",83.00,"Female","55","Black/African American/Negro","Not Hispanic","Tennessee","Associate's degree, type not specified","Employed","65",110000,65000
"2019","Mississippi","Memphis, TN-MS-AR",241.00,"Male","21","White","Other","New York","1 or more years of college credit, no degree","Not in labor force","N/A",0,0
"2019","Mississippi","Memphis, TN-MS-AR",204.00,"Male","45","White","Mexican","Texas","Some college, but less than 1 year","Employed","50",120000,115000
"2019","Mississippi","Memphis, TN-MS-AR",264.00,"Female","44","White","Not Hispanic","Texas","Bachelor's degree","Employed","20",12700,12700
"2019","Mississippi","Memphis, TN-MS-AR",137.00,"Female","17","White","Mexican","Texas","Grade 11","Not in labor force","N/A",0,0
"2019","Mississippi","Memphis, TN-MS-AR",88.00,"Male","34","Black/African American/Negro","Not Hispanic","Mississippi","1 or more years of college credit, no degree","Employed","65",45000,45000
"2019","Mississippi","Memphis, TN-MS-AR",106.00,"Female","63","White","Not Hispanic","Tennessee","Regular high school diploma","Employed","38",59000,59000
"2019","Mississippi","Memphis, TN-MS-AR",69.00,"Male","50","White","Not Hispanic","Tennessee","Some college, but less than 1 year","Employed","50",100000,100000
"2019","Mississippi","Memphis, TN-MS-AR",61.00,"Male","20","White","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Employed","40",18000,18000
"2019","Mississippi","Memphis, TN-MS-AR",25.00,"Male","76","White","Not Hispanic","Michigan","1 or more years of college credit, no degree","Not in labor force","N/A",51900,0
"2019","Mississippi","Memphis, TN-MS-AR",38.00,"Female","74","White","Not Hispanic","Illinois","1 or more years of college credit, no degree","Not in labor force","N/A",9900,0
"2019","Mississippi","Memphis, TN-MS-AR",179.00,"Female","48","Black/African American/Negro","Not Hispanic","Tennessee","Associate's degree, type not specified","Employed","40",35000,35000
"2019","Mississippi","Memphis, TN-MS-AR",126.00,"Male","47","Black/African American/Negro","Not Hispanic","Tennessee","Regular high school diploma","Not in labor force","N/A",6700,0
"2019","Mississippi","Memphis, TN-MS-AR",25.00,"Male","77","White","Not Hispanic","Tennessee","Regular high school diploma","Not in labor force","N/A",23850,0
"2019","Mississippi","Memphis, TN-MS-AR",30.00,"Female","75","White","Not Hispanic","Tennessee","Bachelor's degree","Not in labor force","N/A",7150,0
"2019","Mississippi","Memphis, TN-MS-AR",27.00,"Male","69","White","Not Hispanic","Tennessee","Regular high school diploma","Not in labor force","N/A",22000,0
"2019","Mississippi","Memphis, TN-MS-AR",24.00,"Female","67","White","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Not in labor force","N/A",7000,0
"2019","Mississippi","Memphis, TN-MS-AR",59.00,"Male","49","Black/African American/Negro","Not Hispanic","Mississippi","1 or more years of college credit, no degree","Employed","40",90020,70000
"2019","Mississippi","Memphis, TN-MS-AR",48.00,"Female","20","Two major races","Mexican","Mississippi","Associate's degree, type not specified","Not in labor force","N/A",0,0
"2019","Mississippi","Memphis, TN-MS-AR",38.00,"Male","Less than 1 year old","Two major races","Mexican","Alabama","N/A","N/A","N/A",9999999,999999
"2019","Mississippi","Memphis, TN-MS-AR",36.00,"Female","61","Black/African American/Negro","Not Hispanic","Tennessee","Associate's degree, type not specified","Employed","40",40000,20000
"2019","Mississippi","Memphis, TN-MS-AR",31.00,"Male","46","Black/African American/Negro","Not Hispanic","Arkansas","No schooling completed","Employed","60",33000,33000
"2019","Mississippi","Memphis, TN-MS-AR",144.00,"Male","76","Black/African American/Negro","Not Hispanic","Mississippi","Bachelor's degree","Not in labor force","N/A",24900,0
"2019","Mississippi","Memphis, TN-MS-AR",99.00,"Female","70","White","Not Hispanic","Texas","Master's degree","Not in labor force","N/A",24000,0
"2019","Mississippi","Memphis, TN-MS-AR",120.00,"Male","71","White","Not Hispanic","Tennessee","Regular high school diploma","Not in labor force","N/A",27000,0
"2019","Mississippi","Memphis, TN-MS-AR",112.00,"Male","46","White","Not Hispanic","Tennessee","Regular high school diploma","Employed","40",30000,30000
"2019","Mississippi","Memphis, TN-MS-AR",145.00,"Male","36","White","Not Hispanic","Alabama","Bachelor's degree","Employed","40",75000,75000
"2019","Mississippi","Memphis, TN-MS-AR",120.00,"Female","44","White","Not Hispanic","Alabama","Some college, but less than 1 year","Not in labor force","N/A",0,0
